"CNT","SCHOOLID","ST04Q01","ST06Q01","ST10Q01","ST14Q01","ST21Q01","ST21Q02","ST21Q03","ST21Q04","ST22Q01","ST23Q01","ST28Q01","ST28Q02","ST28Q03","ST25Q01","ST25Q02","ST25Q03","ST25Q04","ST25Q05","COUNTRY","PUBPRIV","math","reading","science","ReadingTime","MotherEd","FatherEd","ParentEd"
"Trinidad and Tobago",156,"Male",8,"<ISCED level 2>","<ISCED level 3A>","Two","One","Two","Two","201-500 books","30 minutes or less a day",35,35,35,"A few times a year","Several times a month","About once a month","About once a month","Several times a month","Trinidad and Tobago","Public",2070.46,2295.83,2075.91,16,2,4,6
"Trinidad and Tobago",156,"Female",5,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Three or more","Three or more","Two","26-100 books","I don’t read for enjoyment",35,35,35,"Several times a month","Several times a month","A few times a year","A few times a year","Several times a month","Trinidad and Tobago","Public",2318.95,2389.06,2075.43,16,4,4,8
"Trinidad and Tobago",156,"Female",5,"<ISCED level 2>","<ISCED level 3A>","Three or more","One","None","One","26-100 books","30 minutes or less a day",40,40,40,"A few times a year","A few times a year","About once a month","A few times a year","Several times a month","Trinidad and Tobago","Public",2353.99,2331.48,2295.5,13,2,4,6
"Trinidad and Tobago",156,"Male",4,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Three or more","One","One","101-200 books","I don’t read for enjoyment",35,35,35,"About once a month","A few times a year","Several times a month","Never or almost never","A few times a year","Trinidad and Tobago","Public",1975.43,2158.76,1832.06,12,4,4,8
"Trinidad and Tobago",156,"Female",5,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Two","Three or more","Two","201-500 books","Between 30 and 60 minutes",40,40,35,"Several times a week","Several times a month","About once a month","About once a month","Several times a week","Trinidad and Tobago","Public",2156.14,2418.06,1977.52,20,4,4,8
"Trinidad and Tobago",157,"Male",5,"<ISCED level 2>","<ISCED level 3A>","Three or more","Two","One","Two","201-500 books","More than 2 hours a day",45,45,45,"A few times a year","Never or almost never","Several times a week","Never or almost never","Several times a month","Trinidad and Tobago","Private",2129.65,1996.82,2052.13,13,2,4,6
"Trinidad and Tobago",157,"Male",4,"<ISCED level 1>","<ISCED level 2>","Three or more","One","One","One","11-25 books","More than 2 hours a day",55,55,55,"Several times a month","Several times a month","Several times a month","Several times a month","Several times a month","Trinidad and Tobago","Private",2043.19,1925.46,2103.41,20,1,2,3
"Trinidad and Tobago",157,"Male",5,"<ISCED level 3A>","<ISCED level 3A>","Three or more","One","One","Two","201-500 books","30 minutes or less a day",50,50,50,"Several times a month","A few times a year","About once a month","About once a month","Several times a week","Trinidad and Tobago","Private",2018.65,1598.78,2002.7,17,4,4,8
"Trinidad and Tobago",157,"Male",4,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Two","One","Three or more","26-100 books","30 minutes or less a day",40,40,40,"About once a month","About once a month","About once a month","About once a month","Several times a week","Trinidad and Tobago","Private",2023.71,2270.19,2198.53,17,4,4,8
"Trinidad and Tobago",157,"Male",5,"<ISCED level 3A>","<ISCED level 3A>","Three or more","One","One","Three or more","26-100 books","I don’t read for enjoyment",45,45,45,"About once a month","About once a month","About once a month","About once a month","Several times a month","Trinidad and Tobago","Private",2248.43,2233.7,2353.32,16,4,4,8
"Trinidad and Tobago",157,"Male",5,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Three or more","Three or more","Three or more","26-100 books","30 minutes or less a day",50,45,50,"Several times a week","Several times a week","Several times a week","Never or almost never","Never or almost never","Trinidad and Tobago","Private",2174.84,2107.84,2039.07,17,4,4,8
"Trinidad and Tobago",157,"Male",5,"<ISCED level 2>","<ISCED level 3A>","Three or more","Two","None","Two","26-100 books","I don’t read for enjoyment",40,40,40,"A few times a year","Several times a month","Never or almost never","A few times a year","Never or almost never","Trinidad and Tobago","Private",1865.6,1933.09,2011.09,10,2,4,6
"Trinidad and Tobago",157,"Male",5,"<ISCED level 3A>","<ISCED level 2>","One","One","One","One","201-500 books","30 minutes or less a day",45,45,45,"Never or almost never","Several times a week","Several times a week","Several times a week","Several times a week","Trinidad and Tobago","Private",2367.62,2380.42,2645.19,21,4,2,6
"Trinidad and Tobago",157,"Male",5,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Three or more","Two","One","11-25 books","I don’t read for enjoyment",50,50,50,"A few times a year","A few times a year","A few times a year","Never or almost never","Several times a week","Trinidad and Tobago","Private",1859.35,1996.01,2010.16,12,4,4,8
"Trinidad and Tobago",157,"Male",8,"<ISCED level 1>","Did Not Complete <ISCED level 1>","Three or more","Two","One","Two","0-10 books","I don’t read for enjoyment",110,50,50,"About once a month","Several times a week","A few times a year","A few times a year","Several times a month","Trinidad and Tobago","Private",1956.72,1711.41,2210.65,16,1,0,1
"Trinidad and Tobago",157,"Male",4,"<ISCED level 3A>","<ISCED level 3A>","Three or more","One","None","Two","More than 500 books","I don’t read for enjoyment",45,45,45,"About once a month","About once a month","A few times a year","Several times a week","Several times a week","Trinidad and Tobago","Private",2078.64,2060.55,2012.97,18,4,4,8
"Trinidad and Tobago",157,"Male",5,"<ISCED level 3A>","<ISCED level 2>","Three or more","Two","Two","Three or more","26-100 books","30 minutes or less a day",45,45,45,"A few times a year","About once a month","Several times a month","Several times a month","Several times a month","Trinidad and Tobago","Private",2378.13,2105.84,2403.68,17,4,2,6
"Trinidad and Tobago",157,"Male",4,"<ISCED level 2>","<ISCED level 1>","Three or more","Two","None","One","26-100 books","1 to 2 hours a day",99,99,99,"About once a month","Never or almost never","Several times a month","Several times a month","Several times a week","Trinidad and Tobago","Private",2083.7,2175.2,2174.27,17,2,1,3
"Trinidad and Tobago",157,"Male",5,"<ISCED level 3A>","<ISCED level 3B, 3C>","Three or more","Two","One","Two","More than 500 books","30 minutes or less a day",45,45,45,"Several times a week","Several times a week","Several times a month","Several times a week","Several times a week","Trinidad and Tobago","Private",2294.41,2027.68,2233.03,24,4,3,7
"Trinidad and Tobago",157,"Male",8,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Two","Two","Two","26-100 books","1 to 2 hours a day",45,45,45,"Several times a month","About once a month","Several times a month","Several times a month","Several times a week","Trinidad and Tobago","Private",2278.43,2326.3,2235.37,20,4,4,8
"Trinidad and Tobago",157,"Male",5,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Two","One","Two","26-100 books","Between 30 and 60 minutes",45,45,45,"Several times a month","Several times a month","Several times a week","Several times a week","Several times a month","Trinidad and Tobago","Private",1804.07,1531.03,1957.94,22,4,4,8
"Trinidad and Tobago",157,"Male",5,"<ISCED level 3B, 3C>","<ISCED level 3A>","Three or more","Two","One","Two","101-200 books","Between 30 and 60 minutes",50,50,50,"Never or almost never","Several times a month","Several times a week","Several times a month","Several times a month","Trinidad and Tobago","Private",2010.47,2008.83,2088.04,18,3,4,7
"Trinidad and Tobago",157,"Male",5,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Three or more","Two","Two","11-25 books","1 to 2 hours a day",75,75,75,"Several times a month","Never or almost never","Several times a week","Never or almost never","Several times a week","Trinidad and Tobago","Private",1944.27,2024.47,2299.23,16,4,4,8
"Trinidad and Tobago",157,"Male",5,"<ISCED level 1>","<ISCED level 1>","Three or more","Three or more","One","One","101-200 books","30 minutes or less a day",50,50,50,"About once a month","About once a month","About once a month","Several times a week","Several times a week","Trinidad and Tobago","Private",2310.37,2330.31,2446.57,19,1,1,2
"Trinidad and Tobago",157,"Male",4,"<ISCED level 2>","<ISCED level 3B, 3C>","Three or more","Two","One","Two","More than 500 books","1 to 2 hours a day",45,45,45,"A few times a year","Several times a month","Several times a month","Never or almost never","Several times a week","Trinidad and Tobago","Private",1830.53,1809.63,1845.11,16,2,3,5
"Trinidad and Tobago",157,"Male",5,"<ISCED level 1>","<ISCED level 1>","Three or more","One","None","None","26-100 books","1 to 2 hours a day",45,45,45,"Several times a week","Several times a week","Several times a week","Several times a week","Several times a week","Trinidad and Tobago","Private",2139,1912.24,2215.3,25,1,1,2
"Trinidad and Tobago",157,"Male",5,"<ISCED level 3A>","<ISCED level 3A>","Two","One","Two","One","More than 500 books","More than 2 hours a day",45,45,45,"About once a month","About once a month","Several times a week","Several times a month","Several times a week","Trinidad and Tobago","Private",2108.62,2103.04,2002.71,20,4,4,8
"Trinidad and Tobago",157,"Male",7,"<ISCED level 2>","<ISCED level 2>","Three or more","Two","One","None","11-25 books","Between 30 and 60 minutes",45,90,90,"Several times a month","About once a month","Several times a month","A few times a year","Several times a week","Trinidad and Tobago","Private",1723.04,1766.34,1856.77,18,2,2,4
"Trinidad and Tobago",157,"Male",5,"<ISCED level 3A>","<ISCED level 3B, 3C>","One","One","One","One","101-200 books","Between 30 and 60 minutes",45,45,45,"Several times a week","Several times a week","Several times a month","Several times a month","Several times a week","Trinidad and Tobago","Private",2106.29,2033.7,2312.29,23,4,3,7
"Trinidad and Tobago",157,"Male",5,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Three or more","Two","None","26-100 books","I don’t read for enjoyment",45,45,45,"About once a month","Several times a month","Several times a month","A few times a year","Several times a month","Trinidad and Tobago","Private",2224.29,2104.65,2165.89,17,4,4,8
"Trinidad and Tobago",157,"Male",4,"<ISCED level 3B, 3C>","<ISCED level 3A>","Three or more","One","One","Two","201-500 books","30 minutes or less a day",45,45,45,"Several times a month","Several times a month","About once a month","About once a month","Several times a week","Trinidad and Tobago","Private",2130.44,2533.53,2384.55,19,3,4,7
"Trinidad and Tobago",157,"Male",5,"<ISCED level 1>","<ISCED level 3A>","Three or more","Two","One","Two","11-25 books","30 minutes or less a day",45,45,45,"About once a month","Never or almost never","Several times a month","About once a month","Several times a week","Trinidad and Tobago","Private",1942.71,2229.3,2139.78,16,1,4,5
"Trinidad and Tobago",157,"Male",8,"<ISCED level 3A>","<ISCED level 3B, 3C>","Three or more","Three or more","Two","Three or more","26-100 books","30 minutes or less a day",45,45,45,"Several times a week","About once a month","Several times a month","A few times a year","Several times a week","Trinidad and Tobago","Private",2249.61,2572.03,2542.61,19,4,3,7
"Trinidad and Tobago",157,"Male",5,"<ISCED level 2>","<ISCED level 3A>","Three or more","Three or more","One","One","26-100 books","30 minutes or less a day",45,45,45,"About once a month","About once a month","About once a month","About once a month","Several times a week","Trinidad and Tobago","Private",1917,1877.77,1919.71,17,2,4,6
"Trinidad and Tobago",157,"Male",5,"<ISCED level 3A>","<ISCED level 3A>","Three or more","One","One","None","26-100 books","1 to 2 hours a day",180,180,135,"Several times a month","Several times a month","A few times a year","A few times a year","Never or almost never","Trinidad and Tobago","Private",2162.37,2047.33,2177.08,13,4,4,8
"Trinidad and Tobago",157,"Male",5,"<ISCED level 3A>","<ISCED level 2>","Three or more","One","One","One","11-25 books","30 minutes or less a day",50,45,90,"Several times a month","Several times a month","Several times a month","Several times a month","Several times a month","Trinidad and Tobago","Private",2068.89,1906.63,2199.45,20,4,2,6
"Trinidad and Tobago",158,"Female",4,"<ISCED level 3A>","<ISCED level 3A>","Three or more","One","One","None","0-10 books","1 to 2 hours a day",30,30,30,"A few times a year","A few times a year","A few times a year","A few times a year","Several times a month","Trinidad and Tobago","Public",1826.66,1975.19,1811.56,12,4,4,8
"Trinidad and Tobago",158,"Male",4,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Two","Three or more","One","26-100 books","I don’t read for enjoyment",40,40,40,"Never or almost never","Never or almost never","A few times a year","Never or almost never","Several times a month","Trinidad and Tobago","Public",1909.22,2076.18,1762.12,9,4,4,8
"Trinidad and Tobago",158,"Female",5,"<ISCED level 3A>","<ISCED level 1>","Three or more","Two","One","None","101-200 books","30 minutes or less a day",45,45,45,"Several times a week","Several times a month","About once a month","Several times a month","Several times a week","Trinidad and Tobago","Public",2070.45,2288.57,2364.51,21,4,1,5
"Trinidad and Tobago",158,"Female",5,"<ISCED level 3A>","<ISCED level 2>","Three or more","Two","Three or more","Three or more","201-500 books","1 to 2 hours a day",35,35,35,"Never or almost never","Never or almost never","Several times a month","Several times a week","Several times a week","Trinidad and Tobago","Public",2283.11,2324.32,2149.11,16,4,2,6
"Trinidad and Tobago",158,"Male",5,"<ISCED level 3A>","<ISCED level 3B, 3C>","Three or more","Three or more","One","One","26-100 books","Between 30 and 60 minutes",45,45,45,"Several times a week","A few times a year","Several times a month","Several times a month","Several times a week","Trinidad and Tobago","Public",2189.63,1995.62,2067.04,20,4,3,7
"Trinidad and Tobago",158,"Female",4,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Two","Two","Two","201-500 books","More than 2 hours a day",45,45,45,"About once a month","About once a month","Several times a week","Several times a month","Several times a month","Trinidad and Tobago","Public",2500.44,2271.09,2414.87,19,4,4,8
"Trinidad and Tobago",158,"Female",5,"<ISCED level 3A>","<ISCED level 1>","Three or more","Two","Two","One","26-100 books","Between 30 and 60 minutes",45,45,45,"Several times a week","Several times a month","Several times a month","Several times a week","Several times a week","Trinidad and Tobago","Public",2542.89,2498.68,2573.39,23,4,1,5
"Trinidad and Tobago",158,"Female",5,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Two","None","Two","101-200 books","Between 30 and 60 minutes",90,90,90,"Several times a month","A few times a year","Several times a month","Several times a month","A few times a year","Trinidad and Tobago","Public",1836,1943,1968.2,16,4,4,8
"Trinidad and Tobago",158,"Male",4,"<ISCED level 3A>","<ISCED level 3B, 3C>","Three or more","Two","One","One","26-100 books","1 to 2 hours a day",45,45,45,"A few times a year","Several times a week","Several times a week","A few times a year","Several times a week","Trinidad and Tobago","Public",1763.56,1725.84,1659.54,19,4,3,7
"Trinidad and Tobago",158,"Male",4,"<ISCED level 3A>","<ISCED level 3A>","Three or more","One","None","None","101-200 books","I don’t read for enjoyment",40,40,40,"Several times a month","Never or almost never","Never or almost never","Never or almost never","Never or almost never","Trinidad and Tobago","Public",1564.54,1611.61,1696.85,8,4,4,8
"Trinidad and Tobago",158,"Female",5,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Three or more","Three or more","One","101-200 books","Between 30 and 60 minutes",30,30,30,"A few times a year","Never or almost never","About once a month","Several times a month","Several times a week","Trinidad and Tobago","Public",2015.15,2347.35,1899.67,15,4,4,8
"Trinidad and Tobago",158,"Male",5,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Three or more","One","Two","26-100 books","Between 30 and 60 minutes",65,65,45,"A few times a year","A few times a year","About once a month","A few times a year","About once a month","Trinidad and Tobago","Public",2251.95,2185.61,2081.03,12,4,4,8
"Trinidad and Tobago",158,"Female",5,"<ISCED level 3B, 3C>","<ISCED level 3B, 3C>","Three or more","Three or more","Two","One","101-200 books","More than 2 hours a day",45,45,45,"A few times a year","Never or almost never","Several times a month","Several times a month","Several times a week","Trinidad and Tobago","Public",2294.01,2458.57,2256.82,16,3,3,6
"Trinidad and Tobago",158,"Male",4,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Three or more","None","One","11-25 books","Between 30 and 60 minutes",45,45,45,"Several times a month","Several times a month","A few times a year","A few times a year","Several times a week","Trinidad and Tobago","Public",2009.7,1883.38,1911.33,17,4,4,8
"Trinidad and Tobago",158,"Female",5,"<ISCED level 3A>","<ISCED level 3A>","Three or more","One","One","One","26-100 books","30 minutes or less a day",45,45,45,"A few times a year","About once a month","A few times a year","A few times a year","Several times a week","Trinidad and Tobago","Public",2098.5,2522.92,2296.44,14,4,4,8
"Trinidad and Tobago",158,"Male",5,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Two","None","One","101-200 books","30 minutes or less a day",40,40,40,"A few times a year","A few times a year","A few times a year","A few times a year","Several times a month","Trinidad and Tobago","Public",1865.22,1997.22,1796.62,12,4,4,8
"Trinidad and Tobago",16,"Male",5,"<ISCED level 3A>","<ISCED level 3A>","One","Three or more","None","None","26-100 books","1 to 2 hours a day",60,45,30,"Never or almost never","Never or almost never","A few times a year","Never or almost never","A few times a year","Trinidad and Tobago","Private",1603.88,1323,1422.7,7,4,4,8
"Trinidad and Tobago",16,"Male",5,"Did not complete <ISCED level 1>","Did Not Complete <ISCED level 1>","Three or more","Three or more","One","None","11-25 books","Between 30 and 60 minutes",45,45,30,"A few times a year","A few times a year","Never or almost never","A few times a year","Several times a week","Trinidad and Tobago","Private",1561.43,1377.53,1751.86,12,0,0,0
"Trinidad and Tobago",16,"Male",5,"<ISCED level 3A>","<ISCED level 3B, 3C>","Three or more","Two","One","One","0-10 books","I don’t read for enjoyment",45,45,30,"About once a month","Never or almost never","Never or almost never","Never or almost never","Never or almost never","Trinidad and Tobago","Private",1622.96,926.98,1597.07,7,4,3,7
"Trinidad and Tobago",16,"Male",6,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Three or more","One","One","26-100 books","30 minutes or less a day",45,45,30,"About once a month","About once a month","Never or almost never","Never or almost never","Several times a week","Trinidad and Tobago","Private",1620.23,1204.36,1327.12,13,4,4,8
"Trinidad and Tobago",16,"Male",8,"<ISCED level 1>","Did Not Complete <ISCED level 1>","Three or more","Two","None","One","0-10 books","I don’t read for enjoyment",45,45,30,"Never or almost never","Never or almost never","A few times a year","Never or almost never","Never or almost never","Trinidad and Tobago","Private",1420.03,855.62,1272.56,6,1,0,1
"Trinidad and Tobago",16,"Male",5,"Did not complete <ISCED level 1>","<ISCED level 3A>","Three or more","Three or more","One","One","26-100 books","30 minutes or less a day",45,45,30,"A few times a year","A few times a year","About once a month","About once a month","Several times a month","Trinidad and Tobago","Private",1617.12,1181.91,1715.5,14,0,4,4
"Trinidad and Tobago",17,"Male",5,"<ISCED level 3B, 3C>","<ISCED level 3B, 3C>","Three or more","Three or more","None","One","11-25 books","30 minutes or less a day",35,35,35,"Several times a month","Several times a week","Several times a week","Several times a month","Several times a week","Trinidad and Tobago","Public",1929.47,1707.82,1588.21,23,3,3,6
"Trinidad and Tobago",17,"Male",5,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Two","None","One","26-100 books","I don’t read for enjoyment",30,40,30,"Never or almost never","Never or almost never","Never or almost never","Several times a month","Several times a month","Trinidad and Tobago","Public",1719.93,1389.55,1556.04,11,4,4,8
"Trinidad and Tobago",17,"Female",7,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Two","One","Two","26-100 books","More than 2 hours a day",30,40,45,"Never or almost never","Never or almost never","Several times a week","Never or almost never","Several times a week","Trinidad and Tobago","Public",1297.75,1284.45,1676.34,13,4,4,8
"Trinidad and Tobago",17,"Male",5,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Three or more","Three or more","Two","11-25 books","30 minutes or less a day",35,35,35,"Several times a month","About once a month","About once a month","About once a month","Several times a week","Trinidad and Tobago","Public",1931.8,2065.75,2136.04,18,4,4,8
"Trinidad and Tobago",17,"Female",5,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Two","One","None","101-200 books","30 minutes or less a day",35,35,35,"Several times a month","A few times a year","Several times a week","Never or almost never","Several times a week","Trinidad and Tobago","Public",2267.52,2158.28,2305.76,17,4,4,8
"Trinidad and Tobago",17,"Female",5,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Three or more","None","One","26-100 books","I don’t read for enjoyment",45,45,35,"A few times a year","Never or almost never","A few times a year","Never or almost never","Several times a week","Trinidad and Tobago","Public",1755.37,2029.99,1748.14,11,4,4,8
"Trinidad and Tobago",17,"Male",5,"<ISCED level 3A>","<ISCED level 3B, 3C>","Three or more","One","None","None","11-25 books","I don’t read for enjoyment",30,35,35,"A few times a year","Never or almost never","A few times a year","Never or almost never","Several times a week","Trinidad and Tobago","Public",1879.62,1755.92,1903.86,11,4,3,7
"Trinidad and Tobago",17,"Female",5,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Two","One","One","11-25 books","Between 30 and 60 minutes",35,35,35,"Several times a week","Never or almost never","Several times a month","Several times a month","Several times a week","Trinidad and Tobago","Public",1914.67,2227.8,1920.18,19,4,4,8
"Trinidad and Tobago",17,"Male",5,"<ISCED level 3A>","<ISCED level 3A>","Two","Three or more","One","One","11-25 books","30 minutes or less a day",35,35,35,"Several times a month","Several times a month","Several times a month","About once a month","Several times a week","Trinidad and Tobago","Public",2108.62,2094.62,2064.26,20,4,4,8
"Trinidad and Tobago",17,"Female",4,"<ISCED level 3A>","<ISCED level 2>","Three or more","Two","One","One","11-25 books","30 minutes or less a day",40,40,40,"Several times a month","Several times a month","Several times a week","Several times a week","Several times a week","Trinidad and Tobago","Public",2170.55,2732.24,2162.15,23,4,2,6
"Trinidad and Tobago",17,"Male",5,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Two","One","Two","0-10 books","I don’t read for enjoyment",35,35,35,"Several times a week","Several times a week","Never or almost never","Never or almost never","Several times a week","Trinidad and Tobago","Public",1788.48,1607.6,1685.66,17,4,4,8
"Trinidad and Tobago",17,"Male",5,"<ISCED level 3B, 3C>","<ISCED level 3A>","Three or more","Three or more","One","Two","11-25 books","30 minutes or less a day",30,30,30,"Several times a month","A few times a year","A few times a year","Several times a month","Several times a week","Trinidad and Tobago","Public",2020.6,2212.87,2238.16,17,3,4,7
"Trinidad and Tobago",17,"Male",5,"<ISCED level 3A>","<ISCED level 3A>","Three or more","One","None","None","26-100 books","I don’t read for enjoyment",35,35,35,"About once a month","Never or almost never","Several times a month","Never or almost never","Several times a week","Trinidad and Tobago","Public",1626.86,1307.78,1503.82,14,4,4,8
"Trinidad and Tobago",17,"Male",6,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Three or more","None","One","11-25 books","30 minutes or less a day",35,45,35,"A few times a year","A few times a year","Never or almost never","Never or almost never","A few times a year","Trinidad and Tobago","Public",1672.8,1581.15,1623.18,8,4,4,8
"Trinidad and Tobago",17,"Male",5,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Three or more","Two","Two","101-200 books","Between 30 and 60 minutes",35,35,35,"About once a month","Never or almost never","A few times a year","A few times a year","Several times a week","Trinidad and Tobago","Public",1727.72,1545.47,1536,13,4,4,8
"Trinidad and Tobago",17,"Male",5,"<ISCED level 3B, 3C>","<ISCED level 3A>","Three or more","Three or more","Two","Three or more","101-200 books","I don’t read for enjoyment",35,35,35,"A few times a year","About once a month","Several times a week","Several times a week","Several times a week","Trinidad and Tobago","Public",1735.51,1642.88,2047.46,20,3,4,7
"Trinidad and Tobago",17,"Female",4,"<ISCED level 2>","<ISCED level 1>","Two","One","None","None","0-10 books","I don’t read for enjoyment",35,35,35,"A few times a year","Never or almost never","Never or almost never","A few times a year","About once a month","Trinidad and Tobago","Public",1992.57,2314.39,2180.8,9,2,1,3
"Trinidad and Tobago",17,"Female",5,"<ISCED level 3B, 3C>","<ISCED level 3B, 3C>","Three or more","Two","None","None","101-200 books","30 minutes or less a day",45,45,45,"About once a month","A few times a year","About once a month","Never or almost never","Several times a week","Trinidad and Tobago","Public",1626.47,1996.23,1917.85,14,3,3,6
"Trinidad and Tobago",17,"Female",5,"<ISCED level 3B, 3C>","<ISCED level 3A>","Three or more","One","One","None","11-25 books","Between 30 and 60 minutes",35,35,35,"A few times a year","Never or almost never","A few times a year","About once a month","Several times a month","Trinidad and Tobago","Public",1624.9,1871.91,1941.16,12,3,4,7
"Trinidad and Tobago",17,"Male",6,"<ISCED level 2>","<ISCED level 3B, 3C>","One","One","None","One","11-25 books","I don’t read for enjoyment",35,35,35,"Several times a week","Several times a week","Several times a month","Several times a month","Several times a month","Trinidad and Tobago","Public",1547.79,1224.39,1456.26,22,2,3,5
"Trinidad and Tobago",17,"Male",5,"<ISCED level 3B, 3C>","<ISCED level 3A>","Three or more","Two","Two","One","11-25 books","I don’t read for enjoyment",35,40,35,"About once a month","Never or almost never","Several times a week","About once a month","Several times a week","Trinidad and Tobago","Public",2303.36,2217.28,1977.07,17,3,4,7
"Trinidad and Tobago",17,"Female",6,"<ISCED level 3B, 3C>","<ISCED level 3A>","Three or more","None","None","None","101-200 books","More than 2 hours a day",45,45,45,"About once a month","Several times a month","Several times a week","Several times a month","Several times a week","Trinidad and Tobago","Public",1840.66,1930.3,1898.27,21,3,4,7
"Trinidad and Tobago",17,"Male",5,"<ISCED level 2>","<ISCED level 2>","Three or more","Two","None","Three or more","0-10 books","I don’t read for enjoyment",40,40,40,"A few times a year","A few times a year","A few times a year","Never or almost never","A few times a year","Trinidad and Tobago","Public",2097.72,1978.39,2066.11,9,2,2,4
"Trinidad and Tobago",17,"Female",5,"<ISCED level 3A>","<ISCED level 3A>","Three or more","One","One","Three or more","101-200 books","Between 30 and 60 minutes",35,35,35,"Several times a week","About once a month","Several times a week","Never or almost never","Several times a week","Trinidad and Tobago","Public",1835.22,2145.98,1818.07,19,4,4,8
"Trinidad and Tobago",17,"Female",5,"<ISCED level 3B, 3C>","<ISCED level 3A>","Three or more","One","None","None","11-25 books","30 minutes or less a day",35,35,35,"Several times a week","Never or almost never","Several times a week","Several times a month","Several times a week","Trinidad and Tobago","Public",1830.94,1793.25,1799.43,20,3,4,7
"Trinidad and Tobago",17,"Female",5,"<ISCED level 1>","<ISCED level 3A>","Three or more","Two","Three or more","One","101-200 books","I don’t read for enjoyment",35,35,35,"Several times a week","Never or almost never","Several times a week","Several times a month","Several times a week","Trinidad and Tobago","Public",1942.71,1788.1,1606.4,20,1,4,5
"Trinidad and Tobago",17,"Female",5,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Two","One","Two","201-500 books","I don’t read for enjoyment",40,30,35,"Never or almost never","Never or almost never","Several times a week","Never or almost never","Several times a week","Trinidad and Tobago","Public",1932.58,2047.46,2044.66,13,4,4,8
"Trinidad and Tobago",17,"Male",5,"<ISCED level 3B, 3C>","<ISCED level 2>","Three or more","Three or more","One","Two","11-25 books","I don’t read for enjoyment",35,35,35,"A few times a year","Never or almost never","Never or almost never","A few times a year","About once a month","Trinidad and Tobago","Public",1423.94,1214.79,1328.52,9,3,2,5
"Trinidad and Tobago",2,"Female",5,"<ISCED level 1>","<ISCED level 3A>","Three or more","One","One","None","101-200 books","More than 2 hours a day",40,40,40,"Several times a month","Several times a week","Several times a week","Several times a week","Several times a week","Trinidad and Tobago","Public",1745.26,1964.06,2305.75,24,1,4,5
"Trinidad and Tobago",2,"Female",5,"<ISCED level 2>","Did Not Complete <ISCED level 1>","Three or more","Three or more","Two","One","More than 500 books","Between 30 and 60 minutes",40,40,40,"Several times a week","Never or almost never","About once a month","Never or almost never","Several times a month","Trinidad and Tobago","Public",1520.53,1643.12,1408.71,14,2,0,2
"Trinidad and Tobago",2,"Female",6,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Two","None","One","26-100 books","Between 30 and 60 minutes",40,40,40,"About once a month","A few times a year","Several times a month","About once a month","Several times a week","Trinidad and Tobago","Public",1829.77,2328.29,2140.71,17,4,4,8
"Trinidad and Tobago",2,"Female",6,"<ISCED level 3B, 3C>","<ISCED level 3A>","Three or more","One","None","None","0-10 books","I don’t read for enjoyment",45,45,45,"A few times a year","Several times a month","A few times a year","Never or almost never","Several times a week","Trinidad and Tobago","Public",1457.43,1400.03,1774.24,14,3,4,7
"Trinidad and Tobago",2,"Female",5,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Three or more","One","None","11-25 books","Between 30 and 60 minutes",40,40,40,"Several times a week","Several times a week","About once a month","About once a month","Several times a week","Trinidad and Tobago","Public",1278.66,1511.25,1626.92,21,4,4,8
"Trinidad and Tobago",2,"Male",5,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Two","One","Two","11-25 books","30 minutes or less a day",45,45,45,"Never or almost never","Several times a month","About once a month","Several times a month","Several times a week","Trinidad and Tobago","Public",1954.79,2009.23,2205.98,17,4,4,8
"Trinidad and Tobago",20,"Female",5,"<ISCED level 1>","<ISCED level 1>","Three or more","Two","One","One","26-100 books","30 minutes or less a day",45,45,45,"Several times a week","Never or almost never","Several times a month","Several times a month","Several times a month","Trinidad and Tobago","Public",1211.29,1299.55,996.55,18,1,1,2
